Team1                     ,Team1_Status,Team2                        ,Team2_Status,Date    ,Map        ,Event
New Identity              ,w           ,Bushido Boyz                 ,l           ,12-6-19 ,Mirage     ,ESEA MDL Season 31 North America
W7M                       ,l           ,Reapers                      ,w           ,12-6-19 ,Inferno    ,Dell Gaming Liga Pro Season 1 - #6 JUN/19
W7M                       ,l           ,Reapers                      ,w           ,12-6-19 ,Inferno    ,Dell Gaming Liga Pro Season 1 - #6 JUN/19
W7M                       ,w           ,Reapers                      ,l           ,12-6-19 ,Inferno    ,Dell Gaming Liga Pro Season 1 - #6 JUN/19
Singularity               ,w           ,TeamOne                      ,l           ,11-6-19 ,Train      ,WINNERS League Season 2 North America
Singularity               ,w           ,TeamOne                      ,l           ,11-6-19 ,Train      ,WINNERS League Season 2 North America
Inflames                  ,w           ,RED Canids                   ,l           ,11-6-19 ,Nuke       ,Brasil Game Show 2019
Ancient                   ,l           ,North                        ,w           ,11-6-19 ,Overpass   ,Europe Minor Closed Qualifier - StarLadder Major 2019
Ancient                   ,l           ,North                        ,w           ,11-6-19 ,Overpass   ,Europe Minor Closed Qualifier - StarLadder Major 2019
mousesports               ,w           ,OpTic                        ,l           ,11-6-19 ,Inferno    ,Europe Minor Closed Qualifier - StarLadder Major 2019
cats                      ,w           ,Ambush                       ,l           ,11-6-19 ,Overpass   ,LOOT.BET Smack My Beach Europe Qualifier
cats                      ,w           ,Ambush                       ,l           ,11-6-19 ,Overpass   ,LOOT.BET Smack My Beach Europe Qualifier
mousesports               ,w           ,OpTic                        ,l           ,11-6-19 ,Nuke       ,Europe Minor Closed Qualifier - StarLadder Major 2019
mousesports               ,l           ,OpTic                        ,w           ,11-6-19 ,Nuke       ,Europe Minor Closed Qualifier - StarLadder Major 2019
Reapers                   ,l           ,paiN                         ,w           ,11-6-19 ,Overpass   ,Brasil Game Show 2019
W7M                       ,l           ,Isurus                       ,w           ,11-6-19 ,Train      ,Brasil Game Show 2019
expert                    ,l           ,Izako Boars                  ,w           ,11-6-19 ,Nuke       ,ESEA MDL Season 31 Europe
Movistar Riders           ,l           ,Virtus.pro                   ,w           ,11-6-19 ,Nuke       ,ESEA MDL Season 31 Europe
BIG                       ,l           ,fnatic                       ,w           ,11-6-19 ,Nuke       ,Europe Minor Closed Qualifier - StarLadder Major 2019
BIG                       ,l           ,fnatic                       ,w           ,11-6-19 ,Nuke       ,Europe Minor Closed Qualifier - StarLadder Major 2019
Izako Boars               ,l           ,Vitality                     ,w           ,11-6-19 ,Mirage     ,ESEA MDL Season 31 Europe
Epsilon                   ,w           ,AGO                          ,l           ,11-6-19 ,Overpass   ,ESEA MDL Season 31 Europe
Heroic                    ,l           ,CR4ZY                        ,w           ,11-6-19 ,Inferno    ,Europe Minor Closed Qualifier - StarLadder Major 2019
Heroic                    ,l           ,CR4ZY                        ,w           ,11-6-19 ,Inferno    ,Europe Minor Closed Qualifier - StarLadder Major 2019
Heroic                    ,w           ,CR4ZY                        ,l           ,11-6-19 ,Inferno    ,Europe Minor Closed Qualifier - StarLadder Major 2019
BLUEJAYS                  ,w           ,STEP                         ,l           ,11-6-19 ,Train      ,LOOT.BET Smack My Beach Europe Qualifier
BLUEJAYS                  ,w           ,STEP                         ,l           ,11-6-19 ,Train      ,LOOT.BET Smack My Beach Europe Qualifier
BLUEJAYS                  ,l           ,STEP                         ,w           ,11-6-19 ,Train      ,LOOT.BET Smack My Beach Europe Qualifier
expert                    ,l           ,ALTERNATE aTTaX              ,w           ,11-6-19 ,Train      ,ESEA MDL Season 31 Europe
Movistar Riders           ,l           ,AGO                          ,w           ,11-6-19 ,Inferno    ,ESEA MDL Season 31 Europe
x-kom                     ,l           ,Epsilon                      ,w           ,11-6-19 ,Dust2      ,ESEA MDL Season 31 Europe
Izako Boars               ,l           ,DreamEaters                  ,w           ,11-6-19 ,Dust2      ,WINNERS League Season 2 Europe
Izako Boars               ,l           ,DreamEaters                  ,w           ,11-6-19 ,Dust2      ,WINNERS League Season 2 Europe
GamerLegion               ,l           ,Virtus.pro                   ,w           ,11-6-19 ,Train      ,Europe Minor Closed Qualifier - StarLadder Major 2019
GamerLegion               ,l           ,Virtus.pro                   ,w           ,11-6-19 ,Train      ,Europe Minor Closed Qualifier - StarLadder Major 2019
FrenchFrogs               ,w           ,expert                       ,l           ,11-6-19 ,Inferno    ,GameAgents League Season 3
NoChance                  ,w           ,Windigo                      ,l           ,11-6-19 ,Dust2      ,Europe Minor Closed Qualifier - StarLadder Major 2019
NoChance                  ,l           ,Windigo                      ,w           ,11-6-19 ,Dust2      ,Europe Minor Closed Qualifier - StarLadder Major 2019
NoChance                  ,w           ,Windigo                      ,l           ,11-6-19 ,Dust2      ,Europe Minor Closed Qualifier - StarLadder Major 2019
Winstrike                 ,l           ,forZe                        ,w           ,11-6-19 ,Mirage     ,CS.Money Premier by EM Finals
Winstrike                 ,l           ,forZe                        ,w           ,11-6-19 ,Mirage     ,CS.Money Premier by EM Finals
Winstrike                 ,l           ,forZe                        ,w           ,11-6-19 ,Mirage     ,CS.Money Premier by EM Finals
pro100                    ,l           ,Virtus.pro                   ,w           ,11-6-19 ,Mirage     ,Kalashnikov Cup Season 2
Ground Zero               ,w           ,ex-Athletico                 ,l           ,11-6-19 ,Nuke       ,ESEA MDL Season 31 Australia
Ground Zero               ,w           ,ex-Athletico                 ,l           ,11-6-19 ,Nuke       ,ESEA MDL Season 31 Australia
Sprout                    ,w           ,Maknitude                    ,l           ,11-6-19 ,Mirage     ,Europe Minor Closed Qualifier - StarLadder Major 2019
Sprout                    ,w           ,Maknitude                    ,l           ,11-6-19 ,Mirage     ,Europe Minor Closed Qualifier - StarLadder Major 2019
Tricked                   ,w           ,Nordavind                    ,l           ,11-6-19 ,Inferno    ,Europe Minor Closed Qualifier - StarLadder Major 2019
Tricked                   ,l           ,Nordavind                    ,w           ,11-6-19 ,Inferno    ,Europe Minor Closed Qualifier - StarLadder Major 2019
Tricked                   ,w           ,Nordavind                    ,l           ,11-6-19 ,Inferno    ,Europe Minor Closed Qualifier - StarLadder Major 2019
ORDER                     ,w           ,Genuine                      ,l           ,11-6-19 ,Train      ,ESEA MDL Season 31 Australia
ORDER                     ,l           ,Genuine                      ,w           ,11-6-19 ,Train      ,ESEA MDL Season 31 Australia
ORDER                     ,w           ,Genuine                      ,l           ,11-6-19 ,Train      ,ESEA MDL Season 31 Australia
Rugratz                   ,l           ,New Identity                 ,w           ,11-6-19 ,Inferno    ,ESEA MDL Season 31 North America
TeamOne                   ,l           ,Polar Ace                    ,w           ,11-6-19 ,Mirage     ,ESEA MDL Season 31 North America
BLITZKRIEG                ,l           ,New Identity                 ,w           ,11-6-19 ,Mirage     ,ESEA MDL Season 31 North America
TeamOne                   ,l           ,The Quest                    ,w           ,11-6-19 ,Overpass   ,ESEA MDL Season 31 North America
Party Astronauts          ,l           ,Variance                     ,w           ,11-6-19 ,Train      ,ESEA MDL Season 31 North America
Prospects                 ,l           ,Singularity                  ,w           ,11-6-19 ,Overpass   ,ESEA MDL Season 31 North America
ATK                       ,w           ,"""Peekers Advantage"""      ,l           ,11-6-19 ,Dust2      ,ESEA MDL Season 31 North America
Party Astronauts          ,w           ,Polar Ace                    ,l           ,11-6-19 ,Dust2      ,ESEA MDL Season 31 North America
TeamOne                   ,l           ,Singularity                  ,w           ,11-6-19 ,Mirage     ,ESEA MDL Season 31 North America
Bad News Bears            ,w           ,Dogs of War                  ,l           ,11-6-19 ,Overpass   ,WINNERS League Season 2 North America
Bad News Bears            ,w           ,Dogs of War                  ,l           ,11-6-19 ,Overpass   ,WINNERS League Season 2 North America
Unique                    ,w           ,NOTBAD                       ,l           ,10-6-19 ,Mirage     ,CIS Minor Closed Qualifier - StarLadder Major 2019
Unique                    ,w           ,NOTBAD                       ,l           ,10-6-19 ,Mirage     ,CIS Minor Closed Qualifier - StarLadder Major 2019
North                     ,w           ,NoChance                     ,l           ,10-6-19 ,Dust2      ,Europe Minor Closed Qualifier - StarLadder Major 2019
North                     ,w           ,NoChance                     ,l           ,10-6-19 ,Dust2      ,Europe Minor Closed Qualifier - StarLadder Major 2019
Windigo                   ,l           ,Ancient                      ,w           ,10-6-19 ,Overpass   ,Europe Minor Closed Qualifier - StarLadder Major 2019
Windigo                   ,l           ,Ancient                      ,w           ,10-6-19 ,Overpass   ,Europe Minor Closed Qualifier - StarLadder Major 2019
Izako Boars               ,l           ,AGO                          ,w           ,10-6-19 ,Overpass   ,ESEA MDL Season 31 Europe
mousesports               ,w           ,Virtus.pro                   ,l           ,10-6-19 ,Train      ,Europe Minor Closed Qualifier - StarLadder Major 2019
mousesports               ,w           ,Virtus.pro                   ,l           ,10-6-19 ,Train      ,Europe Minor Closed Qualifier - StarLadder Major 2019
GamerLegion               ,l           ,OpTic                        ,w           ,10-6-19 ,Dust2      ,Europe Minor Closed Qualifier - StarLadder Major 2019
GamerLegion               ,l           ,OpTic                        ,w           ,10-6-19 ,Dust2      ,Europe Minor Closed Qualifier - StarLadder Major 2019
Chaos                     ,w           ,ALTERNATE aTTaX              ,l           ,10-6-19 ,Inferno    ,ESEA MDL Season 31 Europe
Warthox                   ,w           ,Winstrike                    ,l           ,10-6-19 ,Overpass   ,CIS Minor Closed Qualifier - StarLadder Major 2019
Warthox                   ,l           ,Winstrike                    ,w           ,10-6-19 ,Overpass   ,CIS Minor Closed Qualifier - StarLadder Major 2019
Warthox                   ,w           ,Winstrike                    ,l           ,10-6-19 ,Overpass   ,CIS Minor Closed Qualifier - StarLadder Major 2019
The Final Tribe           ,l           ,5balls                       ,w           ,10-6-19 ,Dust2      ,WINNERS League Season 2 Europe
The Final Tribe           ,l           ,5balls                       ,w           ,10-6-19 ,Dust2      ,WINNERS League Season 2 Europe
Izako Boars               ,w           ,AGO                          ,l           ,10-6-19 ,Dust2      ,GameAgents League Season 3
Bpro                      ,l           ,KOVA                         ,w           ,10-6-19 ,Train      ,WINNERS League Season 2 Europe
Bpro                      ,l           ,KOVA                         ,w           ,10-6-19 ,Train      ,WINNERS League Season 2 Europe
Virtus.pro                ,l           ,Izako Boars                  ,w           ,10-6-19 ,Mirage     ,ESEA MDL Season 31 Europe
Sprout                    ,l           ,BIG                          ,w           ,10-6-19 ,Dust2      ,Europe Minor Closed Qualifier - StarLadder Major 2019
Sprout                    ,w           ,BIG                          ,l           ,10-6-19 ,Dust2      ,Europe Minor Closed Qualifier - StarLadder Major 2019
Sprout                    ,l           ,BIG                          ,w           ,10-6-19 ,Dust2      ,Europe Minor Closed Qualifier - StarLadder Major 2019
fnatic                    ,w           ,Maknitude                    ,l           ,10-6-19 ,Mirage     ,Europe Minor Closed Qualifier - StarLadder Major 2019
fnatic                    ,w           ,Maknitude                    ,l           ,10-6-19 ,Mirage     ,Europe Minor Closed Qualifier - StarLadder Major 2019
Se7en                     ,l           ,Gambit Youngsters            ,w           ,10-6-19 ,Vertigo    ,CIS Minor Closed Qualifier - StarLadder Major 2019
Se7en                     ,l           ,Gambit Youngsters            ,w           ,10-6-19 ,Vertigo    ,CIS Minor Closed Qualifier - StarLadder Major 2019
Se7en                     ,w           ,Gambit Youngsters            ,l           ,10-6-19 ,Vertigo    ,CIS Minor Closed Qualifier - StarLadder Major 2019
Genuine                   ,w           ,rewound                      ,l           ,10-6-19 ,Inferno    ,ESEA MDL Season 31 Australia
Genuine                   ,w           ,rewound                      ,l           ,10-6-19 ,Inferno    ,ESEA MDL Season 31 Australia
Heroic                    ,w           ,Tricked                      ,l           ,10-6-19 ,Dust2      ,Europe Minor Closed Qualifier - StarLadder Major 2019
Heroic                    ,w           ,Tricked                      ,l           ,10-6-19 ,Dust2      ,Europe Minor Closed Qualifier - StarLadder Major 2019
Nordavind                 ,l           ,CR4ZY                        ,w           ,10-6-19 ,Dust2      ,Europe Minor Closed Qualifier - StarLadder Major 2019
Nordavind                 ,l           ,CR4ZY                        ,w           ,10-6-19 ,Dust2      ,Europe Minor Closed Qualifier - StarLadder Major 2019
Paradox                   ,l           ,Chiefs                       ,w           ,10-6-19 ,Dust2      ,ESEA MDL Season 31 Australia
Paradox                   ,l           ,Chiefs                       ,w           ,10-6-19 ,Dust2      ,ESEA MDL Season 31 Australia
Vega Squadron             ,l           ,DreamEaters                  ,w           ,10-6-19 ,Inferno    ,CIS Minor Closed Qualifier - StarLadder Major 2019
Vega Squadron             ,l           ,DreamEaters                  ,w           ,10-6-19 ,Inferno    ,CIS Minor Closed Qualifier - StarLadder Major 2019
Jade                      ,l           ,ORDER                        ,w           ,10-6-19 ,Inferno    ,ESEA MDL Season 31 Australia
Jade                      ,l           ,ORDER                        ,w           ,10-6-19 ,Inferno    ,ESEA MDL Season 31 Australia
Party Astronauts          ,w           ,TeamOne                      ,l           ,10-6-19 ,Overpass   ,ESEA MDL Season 31 North America
TeamOne                   ,w           ,Mythic                       ,l           ,10-6-19 ,Overpass   ,ESEA MDL Season 31 North America
Party Astronauts          ,w           ,Rugratz                      ,l           ,10-6-19 ,Overpass   ,ESEA MDL Season 31 North America
"[""Peekers Advantage"""  ,l           ,The Quest                    ,w           ,10-6-19 ,Overpass   ,ESEA MDL Season 31 North America
Bad News Bears            ,l           ,ATK                          ,w           ,10-6-19 ,Inferno    ,ESEA MDL Season 31 North America
BLITZKRIEG                ,w           ,Polar Ace                    ,l           ,10-6-19 ,Mirage     ,ESEA MDL Season 31 North America
Gravity                   ,l           ,Dark Tigers                  ,w           ,9-6-19  ,Dust2      ,ESL Nationals CZSK Season 1
Gravity                   ,l           ,Dark Tigers                  ,w           ,9-6-19  ,Dust2      ,ESL Nationals CZSK Season 1
Unique                    ,l           ,forZe                        ,w           ,9-6-19  ,Inferno    ,CIS Minor Closed Qualifier - StarLadder Major 2019
Unique                    ,l           ,forZe                        ,w           ,9-6-19  ,Inferno    ,CIS Minor Closed Qualifier - StarLadder Major 2019
Syman                     ,w           ,Winstrike                    ,l           ,9-6-19  ,Overpass   ,CIS Minor Closed Qualifier - StarLadder Major 2019
Syman                     ,l           ,Winstrike                    ,w           ,9-6-19  ,Overpass   ,CIS Minor Closed Qualifier - StarLadder Major 2019
Syman                     ,w           ,Winstrike                    ,l           ,9-6-19  ,Overpass   ,CIS Minor Closed Qualifier - StarLadder Major 2019
Nordavind                 ,l           ,Sprout                       ,w           ,9-6-19  ,Dust2      ,GG.BET Chicago Invitational - Open Qualifier
Nordavind                 ,l           ,Sprout                       ,w           ,9-6-19  ,Dust2      ,GG.BET Chicago Invitational - Open Qualifier
eSuba                     ,l           ,Universe                     ,w           ,9-6-19  ,Nuke       ,ESL Nationals CZSK Season 1
eSuba                     ,l           ,Universe                     ,w           ,9-6-19  ,Nuke       ,ESL Nationals CZSK Season 1
Gambit Youngsters         ,l           ,Nemiga                       ,w           ,9-6-19  ,Overpass   ,CIS Minor Closed Qualifier - StarLadder Major 2019
Gambit Youngsters         ,l           ,Nemiga                       ,w           ,9-6-19  ,Overpass   ,CIS Minor Closed Qualifier - StarLadder Major 2019
Vega Squadron             ,l           ,Spirit                       ,w           ,9-6-19  ,Train      ,CIS Minor Closed Qualifier - StarLadder Major 2019
Vega Squadron             ,l           ,Spirit                       ,w           ,9-6-19  ,Train      ,CIS Minor Closed Qualifier - StarLadder Major 2019
Virtus.pro                ,l           ,Aristocracy                  ,w           ,9-6-19  ,Nuke       ,ESL Polish Championship Spring 2019 Finals
Virtus.pro                ,l           ,Aristocracy                  ,w           ,9-6-19  ,Nuke       ,ESL Polish Championship Spring 2019 Finals
Vitality                  ,w           ,FURIA                        ,l           ,9-6-19  ,Overpass   ,ECS Season 7 Finals
Vitality                  ,w           ,FURIA                        ,l           ,9-6-19  ,Overpass   ,ECS Season 7 Finals
Turkey5                   ,l           ,Nordavind                    ,w           ,9-6-19  ,Mirage     ,GG.BET Chicago Invitational - Open Qualifier
Turkey5                   ,l           ,Nordavind                    ,w           ,9-6-19  ,Mirage     ,GG.BET Chicago Invitational - Open Qualifier
Turkey5                   ,w           ,Nordavind                    ,l           ,9-6-19  ,Mirage     ,GG.BET Chicago Invitational - Open Qualifier
Sprout                    ,w           ,Espada                       ,l           ,9-6-19  ,Nuke       ,GG.BET Chicago Invitational - Open Qualifier
Sprout                    ,w           ,Espada                       ,l           ,9-6-19  ,Nuke       ,GG.BET Chicago Invitational - Open Qualifier
Youngsters                ,l           ,Ambush                       ,w           ,9-6-19  ,Overpass   ,LOOT.BET Smack My Beach Europe Qualifier
Youngsters                ,l           ,Ambush                       ,w           ,9-6-19  ,Overpass   ,LOOT.BET Smack My Beach Europe Qualifier
Team ROTW                 ,l           ,Team UK                      ,w           ,9-6-19  ,Mirage     ,Showmatch CS:GO
NONAME                    ,l           ,DreamEaters                  ,w           ,9-6-19  ,Inferno    ,CIS Minor Closed Qualifier - StarLadder Major 2019
NONAME                    ,l           ,DreamEaters                  ,w           ,9-6-19  ,Inferno    ,CIS Minor Closed Qualifier - StarLadder Major 2019
Se7en                     ,w           ,pro100                       ,l           ,9-6-19  ,Dust2      ,CIS Minor Closed Qualifier - StarLadder Major 2019
Se7en                     ,w           ,pro100                       ,l           ,9-6-19  ,Dust2      ,CIS Minor Closed Qualifier - StarLadder Major 2019
Team UK                   ,l           ,Team ROTW                    ,w           ,9-6-19  ,Cobblestone,Showmatch CS:GO
MAJESTY                   ,l           ,Sprout                       ,w           ,9-6-19  ,Train      ,GG.BET Chicago Invitational - Open Qualifier
MAJESTY                   ,l           ,Sprout                       ,w           ,9-6-19  ,Train      ,GG.BET Chicago Invitational - Open Qualifier
FrenchFrogs               ,l           ,Nordavind                    ,w           ,9-6-19  ,Nuke       ,GG.BET Chicago Invitational - Open Qualifier
FrenchFrogs               ,l           ,Nordavind                    ,w           ,9-6-19  ,Nuke       ,GG.BET Chicago Invitational - Open Qualifier
LOG                       ,l           ,Turkey5                      ,w           ,9-6-19  ,Dust2      ,GG.BET Chicago Invitational - Open Qualifier
LOG                       ,l           ,Turkey5                      ,w           ,9-6-19  ,Dust2      ,GG.BET Chicago Invitational - Open Qualifier
jmihmix                   ,l           ,Espada                       ,w           ,9-6-19  ,Dust2      ,GG.BET Chicago Invitational - Open Qualifier
jmihmix                   ,l           ,Espada                       ,w           ,9-6-19  ,Dust2      ,GG.BET Chicago Invitational - Open Qualifier
The Final Tribe           ,l           ,BLUEJAYS                     ,w           ,9-6-19  ,Dust2      ,LOOT.BET Smack My Beach Europe Qualifier
The Final Tribe           ,l           ,BLUEJAYS                     ,w           ,9-6-19  ,Dust2      ,LOOT.BET Smack My Beach Europe Qualifier
Warthox                   ,w           ,Dracarys                     ,l           ,9-6-19  ,Dust2      ,CIS Minor Closed Qualifier - StarLadder Major 2019
Warthox                   ,w           ,Dracarys                     ,l           ,9-6-19  ,Dust2      ,CIS Minor Closed Qualifier - StarLadder Major 2019
Warthox                   ,l           ,Dracarys                     ,w           ,9-6-19  ,Dust2      ,CIS Minor Closed Qualifier - StarLadder Major 2019
NOTBAD                    ,w           ,EXTREMUM                     ,l           ,9-6-19  ,Mirage     ,CIS Minor Closed Qualifier - StarLadder Major 2019
NOTBAD                    ,w           ,EXTREMUM                     ,l           ,9-6-19  ,Mirage     ,CIS Minor Closed Qualifier - StarLadder Major 2019
Paradox                   ,l           ,rewound                      ,w           ,9-6-19  ,Nuke       ,ESEA MDL Season 31 Australia
rewound                   ,l           ,ex-Athletico                 ,w           ,9-6-19  ,Overpass   ,ESEA MDL Season 31 Australia
eUnited                   ,w           ,TeamOne                      ,l           ,9-6-19  ,Overpass   ,ESL One New York 2019 North America Open Qualifier 1
eUnited                   ,l           ,TeamOne                      ,w           ,9-6-19  ,Overpass   ,ESL One New York 2019 North America Open Qualifier 1
eUnited                   ,w           ,TeamOne                      ,l           ,9-6-19  ,Overpass   ,ESL One New York 2019 North America Open Qualifier 1
ATK                       ,w           ,Rugratz                      ,l           ,9-6-19  ,Inferno    ,WINNERS League Season 2 North America
ATK                       ,w           ,Rugratz                      ,l           ,9-6-19  ,Inferno    ,WINNERS League Season 2 North America
ATK                       ,l           ,Rugratz                      ,w           ,9-6-19  ,Inferno    ,WINNERS League Season 2 North America
Luminosity                ,l           ,Lazarus                      ,w           ,9-6-19  ,Inferno    ,ESL One New York 2019 North America Open Qualifier 1
Luminosity                ,l           ,Lazarus                      ,w           ,9-6-19  ,Inferno    ,ESL One New York 2019 North America Open Qualifier 1
New Identity              ,w           ,The Quest                    ,l           ,8-6-19  ,Overpass   ,WINNERS League Season 2 North America
New Identity              ,w           ,The Quest                    ,l           ,8-6-19  ,Overpass   ,WINNERS League Season 2 North America
NONAME                    ,l           ,forZe                        ,w           ,8-6-19  ,Mirage     ,CIS Minor Closed Qualifier - StarLadder Major 2019
NONAME                    ,l           ,forZe                        ,w           ,8-6-19  ,Mirage     ,CIS Minor Closed Qualifier - StarLadder Major 2019
Tricked                   ,w           ,"""eLquvet"""                ,l           ,8-6-19  ,Nuke       ,ESL One New York 2019 Europe Open Qualifier 2
Tricked                   ,w           ,"""eLquvet"""                ,l           ,8-6-19  ,Nuke       ,ESL One New York 2019 Europe Open Qualifier 2
Tricked                   ,l           ,"""eLquvet"""                ,w           ,8-6-19  ,Nuke       ,ESL One New York 2019 Europe Open Qualifier 2
PACT                      ,l           ,Aristocracy                  ,w           ,8-6-19  ,Mirage     ,ESL Polish Championship Spring 2019 Finals
PACT                      ,l           ,Aristocracy                  ,w           ,8-6-19  ,Mirage     ,ESL Polish Championship Spring 2019 Finals
Unique                    ,w           ,DreamEaters                  ,l           ,8-6-19  ,Inferno    ,CIS Minor Closed Qualifier - StarLadder Major 2019
Unique                    ,w           ,DreamEaters                  ,l           ,8-6-19  ,Inferno    ,CIS Minor Closed Qualifier - StarLadder Major 2019
HAVU                      ,w           ,KOVA                         ,l           ,8-6-19  ,Inferno    ,Vectorama LAN 2019
HAVU                      ,w           ,KOVA                         ,l           ,8-6-19  ,Inferno    ,Vectorama LAN 2019
Maknitude                 ,l           ,BLUEJAYS                     ,w           ,8-6-19  ,Nuke       ,ESL One New York 2019 Europe Open Qualifier 2
Maknitude                 ,w           ,BLUEJAYS                     ,l           ,8-6-19  ,Nuke       ,ESL One New York 2019 Europe Open Qualifier 2
Maknitude                 ,l           ,BLUEJAYS                     ,w           ,8-6-19  ,Nuke       ,ESL One New York 2019 Europe Open Qualifier 2
hREDS                     ,w           ,Cosa Nostra                  ,l           ,8-6-19  ,Inferno    ,Vectorama LAN 2019
NRG                       ,l           ,Vitality                     ,w           ,8-6-19  ,Mirage     ,ECS Season 7 Finals
NRG                       ,l           ,Vitality                     ,w           ,8-6-19  ,Mirage     ,ECS Season 7 Finals
pro100                    ,l           ,Syman                        ,w           ,8-6-19  ,Dust2      ,CIS Minor Closed Qualifier - StarLadder Major 2019
pro100                    ,w           ,Syman                        ,l           ,8-6-19  ,Dust2      ,CIS Minor Closed Qualifier - StarLadder Major 2019
pro100                    ,l           ,Syman                        ,w           ,8-6-19  ,Dust2      ,CIS Minor Closed Qualifier - StarLadder Major 2019
Winstrike                 ,w           ,Se7en                        ,l           ,8-6-19  ,Overpass   ,CIS Minor Closed Qualifier - StarLadder Major 2019
Winstrike                 ,w           ,Se7en                        ,l           ,8-6-19  ,Overpass   ,CIS Minor Closed Qualifier - StarLadder Major 2019
Lyngby Vikings            ,l           ,ALTERNATE aTTaX              ,w           ,8-6-19  ,Vertigo    ,Esportal Global Finals
Lyngby Vikings            ,w           ,ALTERNATE aTTaX              ,l           ,8-6-19  ,Vertigo    ,Esportal Global Finals
Lyngby Vikings            ,l           ,ALTERNATE aTTaX              ,w           ,8-6-19  ,Vertigo    ,Esportal Global Finals
Lyngby Vikings            ,l           ,ALTERNATE aTTaX              ,w           ,8-6-19  ,Vertigo    ,Esportal Global Finals
Lyngby Vikings            ,w           ,ALTERNATE aTTaX              ,l           ,8-6-19  ,Vertigo    ,Esportal Global Finals
Virtus.pro                ,w           ,x-kom                        ,l           ,8-6-19  ,Nuke       ,ESL Polish Championship Spring 2019 Finals
Virtus.pro                ,w           ,x-kom                        ,l           ,8-6-19  ,Nuke       ,ESL Polish Championship Spring 2019 Finals
Virtus.pro                ,l           ,x-kom                        ,w           ,8-6-19  ,Nuke       ,ESL Polish Championship Spring 2019 Finals
ViCi                      ,l           ,5POWER                       ,w           ,8-6-19  ,Inferno    ,Asia Minor China Closed Qualifier - StarLadder Major 2019
ViCi                      ,l           ,5POWER                       ,w           ,8-6-19  ,Inferno    ,Asia Minor China Closed Qualifier - StarLadder Major 2019
Gambit Youngsters         ,w           ,Warthox                      ,l           ,8-6-19  ,Overpass   ,CIS Minor Closed Qualifier - StarLadder Major 2019
Gambit Youngsters         ,w           ,Warthox                      ,l           ,8-6-19  ,Overpass   ,CIS Minor Closed Qualifier - StarLadder Major 2019
Copenhagen Flames         ,l           ,cats                         ,w           ,8-6-19  ,Inferno    ,LOOT.BET Smack My Beach Europe Qualifier
Copenhagen Flames         ,w           ,cats                         ,l           ,8-6-19  ,Inferno    ,LOOT.BET Smack My Beach Europe Qualifier
Copenhagen Flames         ,l           ,cats                         ,w           ,8-6-19  ,Inferno    ,LOOT.BET Smack My Beach Europe Qualifier
hREDS                     ,l           ,HAVU                         ,w           ,8-6-19  ,Dust2      ,Vectorama LAN 2019
hREDS                     ,l           ,HAVU                         ,w           ,8-6-19  ,Dust2      ,Vectorama LAN 2019
Nemiga                    ,w           ,Dracarys                     ,l           ,8-6-19  ,Inferno    ,CIS Minor Closed Qualifier - StarLadder Major 2019
Nemiga                    ,w           ,Dracarys                     ,l           ,8-6-19  ,Mirage     ,CIS Minor Closed Qualifier - StarLadder Major 2019
FURIA                     ,w           ,North                        ,l           ,8-6-19  ,Overpass   ,ECS Season 7 Finals
FURIA                     ,w           ,North                        ,l           ,8-6-19  ,Overpass   ,ECS Season 7 Finals
BTRG                      ,l           ,5POWER                       ,w           ,8-6-19  ,Inferno    ,Asia Minor China Closed Qualifier - StarLadder Major 2019
BTRG                      ,w           ,5POWER                       ,l           ,8-6-19  ,Inferno    ,Asia Minor China Closed Qualifier - StarLadder Major 2019
BTRG                      ,l           ,5POWER                       ,w           ,8-6-19  ,Inferno    ,Asia Minor China Closed Qualifier - StarLadder Major 2019
GameAgents                ,l           ,STEP                         ,w           ,8-6-19  ,Overpass   ,LOOT.BET Smack My Beach Europe Qualifier
GameAgents                ,l           ,STEP                         ,w           ,8-6-19  ,Overpass   ,LOOT.BET Smack My Beach Europe Qualifier
Spirit                    ,w           ,EXTREMUM                     ,l           ,8-6-19  ,Train      ,CIS Minor Closed Qualifier - StarLadder Major 2019
Spirit                    ,w           ,EXTREMUM                     ,l           ,8-6-19  ,Train      ,CIS Minor Closed Qualifier - StarLadder Major 2019
Spirit                    ,l           ,EXTREMUM                     ,w           ,8-6-19  ,Train      ,CIS Minor Closed Qualifier - StarLadder Major 2019
NOTBAD                    ,l           ,Vega Squadron                ,w           ,8-6-19  ,Mirage     ,CIS Minor Closed Qualifier - StarLadder Major 2019
NOTBAD                    ,l           ,Vega Squadron                ,w           ,8-6-19  ,Mirage     ,CIS Minor Closed Qualifier - StarLadder Major 2019
Game Fist                 ,w           ,Defusekids                   ,l           ,8-6-19  ,Vertigo    ,Kayzr League Spring 2019 Finals
Game Fist                 ,w           ,Defusekids                   ,l           ,8-6-19  ,Vertigo    ,Kayzr League Spring 2019 Finals
Game Fist                 ,w           ,Defusekids                   ,l           ,8-6-19  ,Vertigo    ,Kayzr League Spring 2019 Finals
Game Fist                 ,l           ,Defusekids                   ,w           ,8-6-19  ,Vertigo    ,Kayzr League Spring 2019 Finals
Game Fist                 ,l           ,Defusekids                   ,w           ,8-6-19  ,Vertigo    ,Kayzr League Spring 2019 Finals
Cosa Nostra               ,l           ,KOVA                         ,w           ,8-6-19  ,Nuke       ,Vectorama LAN 2019
